mineral water, nan	0.23823490201306494
eggs, nan	0.17970937208372217
nan, spaghetti	0.17411011865084655
french fries, nan	0.1709105452606319
chocolate, nan	0.1638448206905746
green tea, nan	0.13198240234635383
milk, nan	0.12958272230369283
ground beef, nan	0.09825356619117451
frozen vegetables, nan	0.09532062391681109
nan, pancakes	0.09505399280095987
burgers, nan	0.0871883748833489
cake, nan	0.08105585921877083
cookies, nan	0.08038928142914278
escalope, nan	0.0793227569657379
low fat yogurt, nan	0.07638981469137449
nan, shrimp	0.0713238234902013
nan, tomatoes	0.06839088121583789
nan, olive oil	0.0657245700573257
frozen smoothie, nan	0.0631915744567391
nan, turkey	0.06252499666711105
chicken, nan	0.05999200106652446
mineral water, nan, spaghetti	0.05972536995067324
mineral water, spaghetti	0.05972536995067324
nan, whole wheat rice	0.058525529929342755
chocolate, mineral water	0.05265964538061592
chocolate, mineral water, nan	0.05265964538061592
grated cheese, nan	0.0523930142647647
cooking oil, nan	0.0510598586855086
eggs, mineral water	0.05092654312758299
eggs, mineral water, nan	0.05092654312758299
nan, soup	0.05052659645380616
herb & pepper, nan	0.04946007199040128
milk, mineral water	0.04799360085321957
milk, mineral water, nan	0.04799360085321957
honey, nan	0.047327023063591524
champagne, nan	0.04679376083188908
fresh bread, nan	0.043060925209972005
nan, salmon	0.04239434742034395
ground beef, mineral water, nan	0.040927876283162246
ground beef, mineral water	0.040927876283162246
chocolate, nan, spaghetti	0.03919477403012932
ground beef, spaghetti	0.03919477403012932
chocolate, spaghetti	0.03919477403012932
ground beef, nan, spaghetti	0.03919477403012932
eggs, spaghetti	0.036528462871617116
eggs, nan, spaghetti	0.036528462871617116
eggs, french fries, nan	0.036395147313691506
eggs, french fries	0.036395147313691506
frozen vegetables, mineral water	0.03572856952406346
frozen vegetables, mineral water, nan	0.03572856952406346
milk, spaghetti	0.03546193840821224
milk, nan, spaghetti	0.03546193840821224
chocolate, french fries	0.03439541394480736
chocolate, french fries, nan	0.03439541394480736
mineral water, pancakes	0.03372883615517931
french fries, mineral water, nan	0.03372883615517931
brownies, nan	0.03372883615517931
french fries, mineral water	0.03372883615517931
mineral water, nan, pancakes	0.03372883615517931
chocolate, eggs, nan	0.03319557392347687
chocolate, eggs	0.03319557392347687
avocado, nan	0.03319557392347687
hot dogs, nan	0.03239568057592321
chocolate, milk	0.03212904946007199
chocolate, milk, nan	0.03212904946007199
cottage cheese, nan	0.03172910278629516
green tea, mineral water	0.03106252499666711
green tea, mineral water, nan	0.0309292094387415
eggs, milk	0.03079589388081589
eggs, milk, nan	0.03079589388081589
nan, tomato juice	0.030262631649113452
butter, nan	0.030129316091187842
nan, whole wheat pasta	0.029462738301559793
burgers, eggs, nan	0.02879616051193174
burgers, eggs	0.02879616051193174
french fries, green tea	0.028529529396080524
french fries, green tea, nan	0.028529529396080524
nan, red wine	0.028129582722303693
frozen vegetables, nan, spaghetti	0.027862951606452472
frozen vegetables, spaghetti	0.027862951606452472
french fries, spaghetti	0.027596320490601255
french fries, nan, spaghetti	0.027596320490601255
mineral water, olive oil	0.027596320490601255
cake, mineral water, nan	0.027463004932675644
cake, mineral water	0.027463004932675644
mineral water, nan, olive oil	0.027463004932675644
nan, yogurt cake	0.027329689374750034
light mayo, nan	0.027196373816824423
energy bar, nan	0.027063058258898813
green tea, spaghetti	0.026529796027196375
nan, pepper	0.026529796027196375
energy drink, nan	0.026529796027196375
ham, nan	0.026529796027196375
green tea, nan, spaghetti	0.026529796027196375
cereals, nan	0.025729902679642713
nan, vegetables mix	0.025596587121717106
eggs, green tea	0.025463271563791495
eggs, green tea, nan	0.025463271563791495
pancakes, spaghetti	0.025196640447940274
nan, pancakes, spaghetti	0.025196640447940274
mineral water, tomatoes	0.024396747100386616
